label,text_en,text_es,source
ham,Remember that you have a task ahead of you.,Recuerda que tienes una tarea pendiente,huggingface_2
spam,Click here to meet interesting people near you Check out http://clewdr.murasamesys.com/,Haz clic aqui para conocer personas interesantes cerca de ti Mira http://clewdr.murasamesys.com/,huggingface_2
ham,Thank you for preferring your opinion is very important to us.,Gracias por preferirnos tu opinion es muy importante para nosotros,huggingface_2
spam,Don't miss this incredible offer. Sign up now. Verify your account at https://fidelitysafetyb.one/xfitcdpp/?zbc=TtbOtD,No pierdas esta increible oferta suscribete ahora Verifica tu cuenta en https://fidelitysafetyb.one/xfitcdpp/?zbc=TtbOtD,huggingface_2
ham,We hope you enjoy your stay at our hotel,Esperamos que disfrutes de tu estancia en nuestro hotel,huggingface_2
ham,Your order has been successfully delivered,Tu pedido ha sido entregado exitosamente,huggingface_2
spam,Earn extra money by working from home Access your account here: https://uk.paying-jo.vip/index.html/,Gana dinero extra trabajando desde casa Accede a tu cuenta aquí: https://uk.paying-jo.vip/index.html/,huggingface_2
ham,This is a reminder of your next appointment.,Este es un recordatorio de tu próxima cita médica,huggingface_2
spam,Discover the secret to a flat abdomen Access your account here: https://bafkreicevqjzr3trlifklqqll6zquvatyadher65ztham3mdbzz3kcae44.ipfs.dweb.link/,Descubre el secreto para un abdomen plano Accede a tu cuenta aquí: https://bafkreicevqjzr3trlifklqqll6zquvatyadher65ztham3mdbzz3kcae44.ipfs.dweb.link/,huggingface_2
ham,Thank you for your payment your account is up to date,Gracias por tu pago tu cuenta está al día,huggingface_2
spam,Click here to claim your discount coupon Verify your account at http://data6721.myveroangel.com/n6easaj/,Haz clic aquí para reclamar tu cupón de descuento Verifica tu cuenta en http://data6721.myveroangel.com/n6easaj/,huggingface_2
ham,I need you to send me the requested information. Find out more at gamepass.com,Necesito que me envíes la información solicitada Descubre más en gamepass.com,huggingface_2
spam,Get exclusive access to our private sales Limited time offer: http://iruh6eiem9fb9g10.myveroangel.com/86n4rni9x9ip0e/,Obtén acceso exclusivo a nuestras rebajas privadas Oferta por tiempo limitado: http://iruh6eiem9fb9g10.myveroangel.com/86n4rni9x9ip0e/,huggingface_2
ham,Your flight reservation has been confirmed.,Tu reserva de vuelo ha sido confirmada,huggingface_2
spam,Increase your energy with this natural supplement Go to http://g4ziojpt2h.myveroangel.com/9p7vt3/,Aumenta tu energía con este suplemento natural Ve a http://g4ziojpt2h.myveroangel.com/9p7vt3/,huggingface_2
ham,We have received your inquiry and we will reply as soon as possible.,Hemos recibido tu consulta y te responderemos a la brevedad,huggingface_2
spam,Invest in shares and multiply your capital Click the link: https://uk.paying-jp.vip/index.html/,Invierte en acciones y multiplica tu capital Haz clic en el enlace: https://uk.paying-jp.vip/index.html/,huggingface_2
ham,"Hi, would you like to have coffee with me?",Hola ¿te gustaría tomar un café conmigo?,huggingface_2
spam,Take advantage of our interest-free funding Congratulations! You've won a prize at https://t-mobile.tiakcnj.cc/zY5mm3v3/,Aprovecha nuestro financiamiento sin intereses ¡Felicidades! Has ganado un premio en https://t-mobile.tiakcnj.cc/zY5mm3v3/,huggingface_2
ham,Please confirm your attendance at the seminar,Por favor confirma tu asistencia al seminario,huggingface_2
spam,Click to see amazing makeup tricks Go to http://b25vvv.com/fish/61/,Haz clic para ver increíbles trucos de maquillaje Ve a http://b25vvv.com/fish/61/,huggingface_2
ham,Your subscription has been automatically renewed,Tu suscripción ha sido renovada automáticamente,huggingface_2
spam,Win a new car participating in our contest Check out http://click1337.myveroangel.com/9monvdjftx66o/,Gana un carro nuevo participando en nuestro concurso Mira http://click1337.myveroangel.com/9monvdjftx66o/,huggingface_2
spam,We need to verify your contact details. Action required: https://mytechtool.geminix.top/,Necesitamos verificar tus datos de contacto Acción requerida: https://mytechtool.geminix.top/,huggingface_2
ham,Thank you for your interest. An advisor will contact you soon.,Gracias por tu interés un asesor se comunicará contigo pronto,huggingface_2
spam,Download this app and get a discount,Descarga esta aplicación y obtén un descuento,huggingface_2
ham,Your statement is ready to be reviewed.,Tu estado de cuenta está listo para ser revisado,huggingface_2
spam,Improve your sports performance with our training program Check out https://mytechtool.geminix.top/,Mejora tu rendimiento deportivo con nuestro programa de entrenamiento Mira https://mytechtool.geminix.top/,huggingface_2
ham,Please update your notification preferences,Por favor actualiza tus preferencias de notificaciones,huggingface_2
ham,Make a donation and help change lives,Haz una donación y ayuda a cambiar vidas,huggingface_2
spam,Click to see the photos of the party Verify your account at https://uk.paying-gz.vip/i,Haz clic para ver las fotos de la fiesta Verifica tu cuenta en https://uk.paying-gz.vip/i,huggingface_2
ham,Congratulations on your work anniversary. Read more at twitter.com,Felicitaciones por tu aniversario laboral Lee más en twitter.com,huggingface_2
spam,Get your health insurance today,Obtén tu seguro de gastos médicos hoy mismo,huggingface_2
spam,"Hi, I'm your personal financial advisor. Visit https://dpdgroup-schweiz-support-ch.brahmanbaria2usa.com/5ch-de.php",Hola soy tu asesor financiero personal Visita https://dpdgroup-schweiz-support-ch.brahmanbaria2usa.com/5ch-de.php,huggingface_2
ham,Thank you for registering enjoy all our benefits,Gracias por registrarte disfruta de todos nuestros beneficios,huggingface_2
spam,Don't miss our last minute offers,No te pierdas nuestras ofertas de último minuto,huggingface_2
ham,Your package is ready to be picked up,Tu paquete está listo para ser recogido,huggingface_2
spam,Find out how to learn a language in record time,Descubre cómo aprender un idioma en tiempo récord,huggingface_2
ham,Please complete the satisfaction survey Find out more at b-cdn.net,Por favor completa la encuesta de satisfacción Descubre más en b-cdn.net,huggingface_2
spam,Click to download this free ebook,Haz clic para descargar este ebook gratis,huggingface_2
ham,We regret to inform you that your credit has not been approved.,Lamentamos informarte que tu crédito no ha sido aprobado,huggingface_2
spam,Make money by sharing your opinions Access your account here: https://uk.paying-ju.vip/index.html/,Gana dinero compartiendo tus opiniones Accede a tu cuenta aquí: https://uk.paying-ju.vip/index.html/,huggingface_2
ham,Hello I am interested in your services Find out more at apple-dns.net,Hola estoy interesado en tus servicios Descubre más en apple-dns.net,huggingface_2
spam,Get life insurance without medical examinations Check out http://www.icloud-photos.app/script/zoom_map_login_activation_lock6/actlock,Obtén un seguro de vida sin exámenes médicos Mira http://www.icloud-photos.app/script/zoom_map_login_activation_lock6/actlock,huggingface_2
spam,Confirm your subscription to our mailing list Action required: https://t-mobile.tuogsjf.cc/za9JK7wH/,Confirma tu suscripción a nuestra lista de correos Acción requerida: https://t-mobile.tuogsjf.cc/za9JK7wH/,huggingface_2
ham,Thank you for your visit. We hope to see you soon.,Gracias por tu visita esperamos verte pronto,huggingface_2
spam,Click to view this amazing comedy video Congratulations! You've won a prize at http://bet73071.com/fish/196/,Haz clic para ver este increíble video de comedia ¡Felicidades! Has ganado un premio en http://bet73071.com/fish/196/,huggingface_2
ham,Your payment receipt is available for download,Tu recibo de pago está disponible para descargar,huggingface_2
spam,Develop an extraordinary memory with this course Verify your account at https://brargursimran678-jpg.github.io/new,Desarrolla una memoria extraordinaria con este curso Verifica tu cuenta en https://brargursimran678-jpg.github.io/new,huggingface_2
ham,Please check your shipping address Read more at nature.com,Por favor verifica tu dirección de envío Lee más en nature.com,huggingface_2
spam,Last chance to buy with discount Access your account here: http://netflix-clone-9ncu0smoi-danish061296.vercel.app/,Última chance para comprar con descuento Accede a tu cuenta aquí: http://netflix-clone-9ncu0smoi-danish061296.vercel.app/,huggingface_2
ham,This message is to inform you about our new policy Find out more at slideshare.net,Este mensaje es para informarte sobre nuestra nueva política Descubre más en slideshare.net,huggingface_2
spam,You've won a gift card for your favorite store Go to https://amsbs4.hostwindsdns.com/script/zoom_map_login_activation_lock6/actlock/index.php,Has ganado una gift card para tu tienda favorita Ve a https://amsbs4.hostwindsdns.com/script/zoom_map_login_activation_lock6/actlock/index.php,huggingface_2
ham,Remember that you have an important event tomorrow,Recuerda que tienes un evento importante mañana,huggingface_2
spam,Meet singles and singles in your city Important notice: https://shivansh-singh1.github.io/Netfilx-Clone,Conoce solteros y solteras en tu ciudad Aviso importante: https://shivansh-singh1.github.io/Netfilx-Clone,huggingface_2
ham,We appreciate your preference keep enjoying our products Check out taobao.com,Agradecemos tu preferencia sigue disfrutando de nuestros productos Mira taobao.com,huggingface_2
spam,Subscribe to our channel and don't miss any video Access your account here: http://ugsrq02qbof.myveroangel.com/4tlq7prr4/,Suscríbete a nuestro canal y no te pierdas ningún video Accede a tu cuenta aquí: http://ugsrq02qbof.myveroangel.com/4tlq7prr4/,huggingface_2
ham,Your order has been updated. Visit samsungqbe.com,Tu orden ha sido actualizada Visita samsungqbe.com,huggingface_2
spam,Make extra money with this part-time job Congratulations! You've won a prize at https://uk.paying-gz.vip/i,Gana dinero extra con este trabajo de medio tiempo ¡Felicidades! Has ganado un premio en https://uk.paying-gz.vip/i,huggingface_2
ham,This is a friendly reminder of your dental appointment.,Este es un recordatorio amistoso de tu cita dental,huggingface_2
spam,Lose weight sleeping with this miracle pill Congratulations! You've won a prize at https://renew-account-service.com/,Pierde peso durmiendo con esta pastilla milagrosa ¡Felicidades! Has ganado un premio en https://renew-account-service.com/,huggingface_2
ham,Thank you for your purchase your order is being processed,Gracias por tu compra tu pedido está siendo procesado,huggingface_2
spam,Click to get your free credit report Go to https://34155dh8.org/Mobile/index.html,Haz clic para obtener tu reporte crediticio gratis Ve a https://34155dh8.org/Mobile/index.html,huggingface_2
ham,I need you to review and sign the attached contract.,Necesito que revises y firmes el contrato adjunto,huggingface_2
spam,Access exclusive discounts on our website,Accede a descuentos exclusivos en nuestro sitio web,huggingface_2
ham,Your package is on its way and will arrive soon,Tu paquete está en camino y llegará pronto,huggingface_2
spam,Improve your sexual performance with this natural product Visit http://shadowhousecreations.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,Mejora tu rendimiento sexual con este producto natural Visita http://shadowhousecreations.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,huggingface_2
ham,We've received your claim and we're working on it.,Hemos recibido tu reclamo y estamos trabajando en ello,huggingface_2
spam,Invest in gold and protect your heritage Verify your account at https://bet414.cc/,Invierte en oro y protege tu patrimonio Verifica tu cuenta en https://bet414.cc/,huggingface_2
ham,"Hi, would you like to have dinner with me this weekend?",Hola ¿te gustaría cenar conmigo este fin de semana?,huggingface_2
spam,Take advantage of our preferential interest rates Important notice: https://web-bitbuy-com.typedream.app/,Aprovecha nuestras tasas de interés preferenciales Aviso importante: https://web-bitbuy-com.typedream.app/,huggingface_2
ham,Please confirm your attendance at the meeting tomorrow,Por favor confirma tu asistencia a la reunión de mañana,huggingface_2
spam,Discover the secrets to beautiful hair Limited time offer: https://uk.paying-hm.vip/index.html,Descubre los secretos para un cabello hermoso Oferta por tiempo limitado: https://uk.paying-hm.vip/index.html,huggingface_2
ham,Your membership has been successfully activated,Tu membresía ha sido activada exitosamente,huggingface_2
spam,Win an all-inclusive trip by participating in our draw Click the link: http://att.xobdp.cc/pay,Gana un viaje todo incluido participando en nuestro sorteo Haz clic en el enlace: http://att.xobdp.cc/pay,huggingface_2
spam,We need to verify your identity to process your request. Access your account here: http://url2608.imonggo.com/ls/click?upn=u001.OaBO3P2XKPCZS03nO1RN7s0QDu93Xy6ZPPhJ4lhvJWphclfRES1I-2Bb68hkGHA2gK_7Kt_NJ12L4-2FoStwp0m0s0T66vt4lbKoP2h2J3uTcyxeH-2BlBzXdwSSd9laMHgi3a2-2BLjgb1CilPuofiAJLlwRC9nzJubc4RLljrsin5wJXuNT02QKydTwF4-2BQkWxL3WtTbgvruywwKQyyNhVfdpBcV2moqhcoPlkQB8X0iPc5nAQtTD4q0f44GhoFyRSHV3ChLoT19dTGV-2BtSCd00S8bdLwI0Ww-3D-3D,Necesitamos verificar tu identidad para procesar tu solicitud Accede a tu cuenta aquí: http://url2608.imonggo.com/ls/click?upn=u001.OaBO3P2XKPCZS03nO1RN7s0QDu93Xy6ZPPhJ4lhvJWphclfRES1I-2Bb68hkGHA2gK_7Kt_NJ12L4-2FoStwp0m0s0T66vt4lbKoP2h2J3uTcyxeH-2BlBzXdwSSd9laMHgi3a2-2BLjgb1CilPuofiAJLlwRC9nzJubc4RLljrsin5wJXuNT02QKydTwF4-2BQkWxL3WtTbgvruywwKQyyNhVfdpBcV2moqhcoPlkQB8X0iPc5nAQtTD4q0f44GhoFyRSHV3ChLoT19dTGV-2BtSCd00S8bdLwI0Ww-3D-3D,huggingface_2
ham,Thank you for contacting us we value your comments,Gracias por contactarnos valoramos tus comentarios,huggingface_2
spam,Install this application and get rewards Action required: http://i6u1xlk0bewg1i.myveroangel.com/60j21sk595mk/,Instala esta aplicación y obtén recompensas Acción requerida: http://i6u1xlk0bewg1i.myveroangel.com/60j21sk595mk/,huggingface_2
ham,Your bill of the month is ready to be paid,Tu factura del mes está lista para ser pagada,huggingface_2
spam,Transform your body with our 90-day program Click the link: http://d7mp2zdt4gk.myveroangel.com/tvxyx7shlxojjmci/,Transforma tu cuerpo con nuestro programa de 90 días Haz clic en el enlace: http://d7mp2zdt4gk.myveroangel.com/tvxyx7shlxojjmci/,huggingface_2
ham,Please update your payment information,Por favor actualiza tu información de pago,huggingface_2
ham,Help us build a better world with your contribution,Ayúdanos a construir un mundo mejor con tu aporte,huggingface_2
spam,Look at these funny pictures of animals. Limited time offer: https://anzsupportchat.com/,Mira estas divertidas fotos de animales Oferta por tiempo limitado: https://anzsupportchat.com/,huggingface_2
ham,Happy birthday that all your wishes come true,Feliz cumpleaños que todos tus deseos se hagan realidad,huggingface_2
spam,Get your home insurance with us Important notice: https://uk.paying-gt.vip/index.html/,Adquiere tu seguro de hogar con nosotros Aviso importante: https://uk.paying-gt.vip/index.html/,huggingface_2
spam,"Hi, I'm your new personal trainer.",Hola soy tu nuevo entrenador personal,huggingface_2
ham,"Welcome aboard, we are delighted to have you with us. Check out ip-api.com",Bienvenido a bordo estamos encantados de tenerte con nosotros Mira ip-api.com,huggingface_2
spam,Last hours to take advantage of our promotions Visit https://httpss-roblox.co/users/1323157586/profile,Últimas horas para aprovechar nuestras promociones Visita https://httpss-roblox.co/users/1323157586/profile,huggingface_2
ham,Your reservation has been successfully processed,Tu reserva ha sido procesada exitosamente,huggingface_2
spam,Learn to play guitar in just 4 weeks Congratulations! You've won a prize at http://fy0kxwkkqembywy.myveroangel.com/ybp657cuasyp/,Aprende a tocar guitarra en solo 4 semanas ¡Felicidades! Has ganado un premio en http://fy0kxwkkqembywy.myveroangel.com/ybp657cuasyp/,huggingface_2
ham,Please help us improve by answering this brief survey,Por favor ayúdanos a mejorar contestando esta breve encuesta,huggingface_2
spam,Click to download this amazing wallpaper,Haz clic para descargar este increíble fondo de pantalla,huggingface_2
ham,We regret to inform you that your application has not been selected. Go to myfritz.net,Lamentamos informarte que tu postulación no ha sido seleccionada Ve a myfritz.net,huggingface_2
spam,Earn rewards for your daily purchases Congratulations! You've won a prize at http://www.oklvld.pl.ua/wp-content/plugins/backup-backup/includes/progress/2024/neteasyes/neteasyest/900/,Gana recompensas por tus compras diarias ¡Felicidades! Has ganado un premio en http://www.oklvld.pl.ua/wp-content/plugins/backup-backup/includes/progress/2024/neteasyes/neteasyest/900/,huggingface_2
ham,Hello I would like to quote your services Find out more at samsung.com,Hola me gustaría cotizar tus servicios Descubre más en samsung.com,huggingface_2
spam,Get the medical coverage you need Action required: https://wbmh55.top/,Obtén la cobertura médica que necesitas Acción requerida: https://wbmh55.top/,huggingface_2
spam,Confirm your email address for updates Check out http://h-6989.hms-resolution.com/leo/,Confirma tu dirección de correo para recibir novedades Mira http://h-6989.hms-resolution.com/leo/,huggingface_2
ham,Thank you for choosing us. We're here to serve you.,Gracias por elegirnos estamos para servirte,huggingface_2
spam,Don't miss this funny cat video Important notice: http://i-7959.myveroangel.com/a53a2zx8qwsa/,No te pierdas este gracioso video de gatos Aviso importante: http://i-7959.myveroangel.com/a53a2zx8qwsa/,huggingface_2
ham,Your proof of payment is attached to this message,Tu comprobante de pago está adjunto a este mensaje,huggingface_2
spam,Power your brain with our cognitive training Verify your account at http://55c64jpu4lbg.myveroangel.com/ogkzhfs2wla/,Potencia tu cerebro con nuestro entrenamiento cognitivo Verifica tu cuenta en http://55c64jpu4lbg.myveroangel.com/ogkzhfs2wla/,huggingface_2
ham,Please review and update your personal data Find out more at ripn.net,Por favor revisa y actualiza tus datos personales Descubre más en ripn.net,huggingface_2
spam,This is your last chance to save,Esta es tu última oportunidad para ahorrar,huggingface_2
ham,Important: changes in our terms and conditions,Importante: cambios en nuestros términos y condiciones,huggingface_2
spam,Congratulations you've been selected for a scholarship. Access your account here: https://rahulbansal024.github.io/netflix-clone/,Felicitaciones has sido seleccionado para una beca Accede a tu cuenta aquí: https://rahulbansal024.github.io/netflix-clone/,huggingface_2
ham,Remember that you have an important meeting on Monday,Recuerda que tienes una reunión importante el lunes,huggingface_2
spam,Find your ideal partner with our app Click the link: http://t-mobile.hpwkg.cc/pay,Encuentra tu pareja ideal con nuestra app Haz clic en el enlace: http://t-mobile.hpwkg.cc/pay,huggingface_2
ham,We value your loyalty here you have a special gift Read more at visualstudio.com,Valoramos tu lealtad aquí tienes un regalo especial Lee más en visualstudio.com,huggingface_2
spam,Subscribe to our weekly newsletter,Suscríbete a nuestro boletín informativo semanal,huggingface_2
ham,Your claim has been resolved favorably,Tu reclamo ha sido resuelto favorablemente,huggingface_2
spam,Gain muscle quickly with this supplement Access your account here: https://telstracommunicatingskill.framer.website/,Gana músculo rápidamente con este suplemento Accede a tu cuenta aquí: https://telstracommunicatingskill.framer.website/,huggingface_2
ham,This is a reminder of your hairdressing appointment. Read more at avast.com,Este es un recordatorio de tu cita de peluquería Lee más en avast.com,huggingface_2
spam,Find out how to make money from your home Go to http://amazon-clone-alpha-gilt-89.vercel.app/,Descubre cómo ganar dinero desde tu casa Ve a http://amazon-clone-alpha-gilt-89.vercel.app/,huggingface_2
ham,Thank you for your payment your subscription has been renewed,Gracias por tu pago tu suscripción ha sido renovada,huggingface_2
spam,Click to get your discount code Verify your account at http://0365jj.com/fish/76,Haz clic para obtener tu código de descuento Verifica tu cuenta en http://0365jj.com/fish/76,huggingface_2
ham,I need you to send me the report as soon as possible.,Necesito que me envíes el reporte lo antes posible,huggingface_2
spam,Enjoy free shipping on your next purchase,Disfruta de envío gratis en tu próxima compra,huggingface_2
ham,Your package has been successfully delivered,Tu paquete ha sido entregado exitosamente,huggingface_2
spam,Increase your libido with this revolutionary product Important notice: https://renew-account-service.com/,Aumenta tu libido con este revolucionario producto Aviso importante: https://renew-account-service.com/,huggingface_2
ham,We've received your application and we're reviewing it. Go to spov-msedge.net,Hemos recibido tu solicitud y la estamos revisando Ve a spov-msedge.net,huggingface_2
spam,Invests in real estate and generates passive income Limited time offer: http://imtokencbn.com/index.html,Invierte en bienes raíces y genera rentas pasivas Oferta por tiempo limitado: http://imtokencbn.com/index.html,huggingface_2
ham,Hi. Would you like to join our reading club?,Hola ¿te gustaría unirte a nuestro club de lectura?,huggingface_2
spam,Take advantage of our preferential exchange rate Click the link: http://buscando-miphone.us/iniciarNewesp.php,Aprovecha nuestra tasa de cambio preferencial Haz clic en el enlace: http://buscando-miphone.us/iniciarNewesp.php,huggingface_2
ham,Please confirm your assistance to the webinar tomorrow,Por favor confirma tu asistencia al webinar de mañana,huggingface_2
spam,Looks a radiant skin with our tips Click the link: http://e-3194.myveroangel.com/5wp19y/,Luce una piel radiante con nuestros consejos Haz clic en el enlace: http://e-3194.myveroangel.com/5wp19y/,huggingface_2
ham,Your account has been successfully verified Learn more at youtube-nocookie.com,Tu cuenta ha sido verificada exitosamente Aprende más en youtube-nocookie.com,huggingface_2
spam,Win a video game console in our contest Go to http://hars0101.github.io/bharat-task3/,Gana una consola de videojuegos en nuestro concurso Ve a http://hars0101.github.io/bharat-task3/,huggingface_2
spam,We need to verify your address to send your order. Important notice: http://www.shimps.world/cgi/index.html,Necesitamos verificar tu dirección para enviar tu pedido Aviso importante: http://www.shimps.world/cgi/index.html,huggingface_2
ham,Thanks for your feedback always looking to improve Check out intel.com,Gracias por tus comentarios siempre buscamos mejorar Mira intel.com,huggingface_2
spam,Try this amazing mobile game Action required: http://media3576.myveroangel.com/uz2mzm0zqz9/,Prueba este increíble juego para móviles Acción requerida: http://media3576.myveroangel.com/uz2mzm0zqz9/,huggingface_2
ham,Your statement is available online,Tu estado de cuenta está disponible en línea,huggingface_2
spam,Lose Weight Healthyly with Our Nutritional Advice Check out https://aktiffkan-paylater.fuxq.my.id/,Pierde peso saludablemente con nuestra asesoría nutricional Mira https://aktiffkan-paylater.fuxq.my.id/,huggingface_2
ham,Please update your communication preferences,Por favor actualiza tus preferencias de comunicación,huggingface_2
ham,Together we can achieve positive change,Juntos podemos lograr un cambio positivo,huggingface_2
spam,Look at these lovely pictures of puppies Limited time offer: https://t-mobile.vhuw.cc/pNdhs0Ab/?LGOL=TBqZfq,Mira estas adorables fotos de cachorros Oferta por tiempo limitado: https://t-mobile.vhuw.cc/pNdhs0Ab/?LGOL=TBqZfq,huggingface_2
ham,Happy wedding anniversary that continues to celebrate many more,Feliz aniversario de bodas que sigan cumpliendo muchos más,huggingface_2
spam,Protect your family with our life insurance,Protege a tu familia con nuestro seguro de vida,huggingface_2
spam,"Hi, I'm your personal image advisor. Access your account here: https://uk.paying-hc.vip/index.html",Hola soy tu asesor de imagen personal Accede a tu cuenta aquí: https://uk.paying-hc.vip/index.html,huggingface_2
ham,Welcome to our reward program,Bienvenido a nuestro programa de recompensas,huggingface_2
spam,Last days of sale don't miss them!,Últimos días de rebajas ¡no te los pierdas!,huggingface_2
ham,Your order is being prepared for shipping,Tu pedido está siendo preparado para envío,huggingface_2
spam,Learn a new language in a fun way Limited time offer: http://booking-clone-two.vercel.app/,Aprende un nuevo idioma de forma divertida Oferta por tiempo limitado: http://booking-clone-two.vercel.app/,huggingface_2
ham,Please tell us about your experience with our service,Por favor cuéntanos sobre tu experiencia con nuestro servicio,huggingface_2
spam,Download our app and get a special discount Check out http://kucionlgen.webflow.io/,Descarga nuestra aplicación y obtén un descuento especial Mira http://kucionlgen.webflow.io/,huggingface_2
ham,We regret the inconvenience caused by the delay,Lamentamos los inconvenientes causados por el retraso,huggingface_2
spam,Win prizes for your frequent purchases Limited time offer: http://uk.paying-hi.vip/index.html,Gana premios por tus compras frecuentes Oferta por tiempo limitado: http://uk.paying-hi.vip/index.html,huggingface_2
ham,"Hey, could we schedule a call?",Hola ¿podríamos agendar una llamada?,huggingface_2
spam,Secure your car with the best coverage on the market Verify your account at http://eglwk6nwr8tvtk1j.myveroangel.com/vstmv9gic1g/,Asegura tu auto con la mejor cobertura del mercado Verifica tu cuenta en http://eglwk6nwr8tvtk1j.myveroangel.com/vstmv9gic1g/,huggingface_2
spam,Check your subscription by clicking on the link Important notice: http://autoscout24-anfrage719861.colegiointeragirfsa.com/,Verifica tu suscripción haciendo clic en el enlace Aviso importante: http://autoscout24-anfrage719861.colegiointeragirfsa.com/,huggingface_2
ham,Thank you so much for preferring us. We are committed to your satisfaction. Go to wsdvs.com,Mil gracias por preferirnos estamos comprometidos con tu satisfacción Ve a wsdvs.com,huggingface_2
spam,Don't miss these funny memes. Click the link: http://xf00tntult9exikt.myveroangel.com/89aadwxuczfz2/,No te pierdas estos divertidos memes Haz clic en el enlace: http://xf00tntult9exikt.myveroangel.com/89aadwxuczfz2/,huggingface_2
ham,Your tax voucher is ready to be downloaded.,Tu comprobante fiscal está listo para ser descargado,huggingface_2
spam,Train your mind with our ingenuity games Verify your account at https://www.ledgerqfsconnect.com/,Entrena tu mente con nuestros juegos de ingenio Verifica tu cuenta en https://www.ledgerqfsconnect.com/,huggingface_2
ham,Please confirm your phone number,Por favor confirma tu número de teléfono,huggingface_2
spam,"This offer expires at midnight, take advantage of it now! Check out http://s-1618.myveroangel.com/1/",Esta oferta expira a la medianoche ¡aprovéchala ya! Mira http://s-1618.myveroangel.com/1/,huggingface_2
ham,Important update of our privacy policies,Actualización importante de nuestras políticas de privacidad,huggingface_2
ham,Congratulations you were selected for an interview,Felicitaciones fuiste seleccionado para una entrevista,huggingface_2
ham,"Remember, you have a medical appointment this Thursday.",Recuerda que tienes una cita médica este jueves,huggingface_2
spam,Find the love of your life with our app Action required: http://nunrbxnys.myveroangel.com/urwfm9xxehk5t2k/,Encuentra el amor de tu vida con nuestra aplicación Acción requerida: http://nunrbxnys.myveroangel.com/urwfm9xxehk5t2k/,huggingface_2
ham,We appreciate your loyalty enjoy this gift,Apreciamos tu fidelidad disfruta de este obsequio,huggingface_2
spam,Stay informed with our daily news Visit https://darb.qmobtrily.info/gPwIhYlx,Mantente informado con nuestras noticias diarias Visita https://darb.qmobtrily.info/gPwIhYlx,huggingface_2
ham,Your application has been successfully approved.,Tu solicitud ha sido aprobada satisfactoriamente,huggingface_2
spam,Develops a sculptural body with our routines Click the link: https://darb.qmobbilixolk.com/,Desarrolla un cuerpo escultural con nuestras rutinas Haz clic en el enlace: https://darb.qmobbilixolk.com/,huggingface_2
ham,This is a reminder of your reservation at our restaurant,Este es un recordatorio de tu reserva en nuestro restaurante,huggingface_2
spam,Work from home and generate extra income Click the link: http://ghzmhm5oucy6pw19.myveroangel.com/kigwh6cdrc06it66/,Trabaja desde casa y genera ingresos extra Haz clic en el enlace: http://ghzmhm5oucy6pw19.myveroangel.com/kigwh6cdrc06it66/,huggingface_2
ham,Thank you for your purchase. We hope you enjoy your product.,Gracias por tu compra esperamos que disfrutes tu producto,huggingface_2
spam,Use this promotional code on your next visit Verify your account at https://att.lydsu.icu/pay,Usa este código promocional en tu próxima visita Verifica tu cuenta en https://att.lydsu.icu/pay,huggingface_2
ham,I need you to review the attached document and give me your comments.,Necesito que revises el documento adjunto y me des tus comentarios,huggingface_2
spam,Get free express shipping on purchases over $100,Obtén envío express gratis en compras mayores a $100,huggingface_2
ham,Your luggage is on its way to your home. Find out more at netangels.ru,Tu equipaje está en camino a tu domicilio Descubre más en netangels.ru,huggingface_2
spam,Increase your endurance with our sports supplement Limited time offer: https://uk.paying-fv.vip/index.html,Incrementa tu resistencia con nuestro suplemento deportivo Oferta por tiempo limitado: https://uk.paying-fv.vip/index.html,huggingface_2
ham,We have received your resume and we will contact you if there is a vacancy,Hemos recibido tu curriculum y te contactaremos si hay una vacante,huggingface_2
spam,Invest in cryptocurrencies and multiply your winnings Click the link: https://ttbgb.zeabur.app/,Invierte en criptomonedas y multiplica tus ganancias Haz clic en el enlace: https://ttbgb.zeabur.app/,huggingface_2
ham,Hi. Would you like to be part of our team?,Hola ¿te gustaría ser parte de nuestro equipo?,huggingface_2
spam,Take advantage of our credit with no interest months,Aprovecha nuestro crédito con meses sin intereses,huggingface_2
ham,Please confirm your assistance to security training,Por favor confirma tu asistencia a la capacitación de seguridad,huggingface_2
spam,It looks amazing eyelashes with our mascara Access your account here: https://payysafely.com/get/217094630/,Luce unas pestañas impresionantes con nuestro rímel Accede a tu cuenta aquí: https://payysafely.com/get/217094630/,huggingface_2
ham,Your account has been successfully unlocked Check out scribd.com,Tu cuenta ha sido desbloqueada con éxito Mira scribd.com,huggingface_2
spam,Win a weekend at the beach in our draw,Gana un fin de semana en la playa en nuestro sorteo,huggingface_2
spam,We need to check your age to process your order. Important notice: http://o03318s3xt2v.myveroangel.com/ly1nlncs21gq/,Necesitamos verificar tu edad para procesar tu pedido Aviso importante: http://o03318s3xt2v.myveroangel.com/ly1nlncs21gq/,huggingface_2
ham,We appreciate your suggestions are always welcome,Agradecemos tus sugerencias siempre son bienvenidas,huggingface_2
