label,text,lang,source
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,en,kaggle
ham,Jesus armand really is trying to tell everybody he can find,en,kaggle
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",en,kaggle
ham,Holy living christ what is taking you so long,en,kaggle
ham,How is it possible to teach you. And where.,en,kaggle
ham,"Aight, let me know when you're gonna be around usf",en,kaggle
ham,"Nah man, my car is meant to be crammed full of people",en,kaggle
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,en,kaggle
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,en,kaggle
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,en,kaggle
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,en,kaggle
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",en,kaggle
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!ö´Ó_??Û¬ud evening...,en,kaggle
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,en,kaggle
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,en,kaggle
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,en,kaggle
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",en,kaggle
ham,Ya even those cookies have jelly on them,en,kaggle
ham,Going to join tomorrow.,en,kaggle
ham,ARR birthday today:) i wish him to get more oscar.,en,kaggle
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,en,kaggle
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",en,kaggle
ham,O ic lol. Should play 9 doors sometime yo,en,kaggle
ham,I'm done. C Ì_ there.,en,kaggle
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,en,kaggle
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,en,kaggle
ham,U dun say so early hor... U c already then say...,en,kaggle
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,en,kaggle
ham,When are you going to ride your bike?,en,kaggle
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv",en,kaggle
ham,Dont talk to him ever ok its my word.,en,kaggle
ham,Am only searching for good dual sim mobile pa.,en,kaggle
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,en,kaggle
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,en,kaggle
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",en,kaggle
ham,Hola mamá estoy bien. Luego te llamo con calma.,es,synthetic_claude
ham,You sure your neighbors didnt pick it up,en,kaggle
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,en,kaggle
ham,Hows the street where the end of library walk is?,en,kaggle
ham,Neshanth..tel me who r u?,en,kaggle
ham,Are you willing to go for apps class.,en,kaggle
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,en,kaggle
ham,K..k..i'm also fine:)when will you complete the course?,en,kaggle
ham,When you came to hostel.,en,kaggle
ham,¿Puedes abrir a los técnicos de internet? Yo llego a las 7,es,synthetic_claude
ham,Sorry de i went to shop.,en,kaggle
ham,Dear are you angry i was busy dear,en,kaggle
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,en,kaggle
ham,Sorry. || mail? ||,en,kaggle
ham,Pls i wont belive god.not only jesus.,en,kaggle
spam,Seguridad Social: Su número de afiliación tiene una incidencia urgente. Llame al 901 50 20 50.,es,synthetic_claude
ham,Delhi and chennai still silent.,en,kaggle
ham,I'm job profile seems like bpo..,en,kaggle
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",en,kaggle
spam,AEAT: Embargo de nómina iniciado por deuda de 340€. Contacte urgente al 901 33 55 33 para pararlo.,es,synthetic_claude
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",en,kaggle
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",en,kaggle
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,en,kaggle
ham,"Lets use it next week, princess :)",en,kaggle
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,en,kaggle
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,en,kaggle
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,en,kaggle
ham,"Sorry battery died, yeah I'm here",en,kaggle
ham,"Today is \song dedicated day..\"""" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""""",en,kaggle
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,en,kaggle
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,en,kaggle
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,en,kaggle
ham,Oh wow thats gay. Will firmware update help,en,kaggle
ham,"Good stuff, will do.",en,kaggle
ham,Sure! I am driving but will reach my destination soon.,en,kaggle
ham,Lol alright i was thinkin that too haha,en,kaggle
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,en,kaggle
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",en,kaggle
ham,Must come later.. I normally bathe him in da afternoon mah..,en,kaggle
ham,Not course. Only maths one day one chapter with in one month we can finish.,en,kaggle
ham,So i asked how's anthony. Dad. And your bf,en,kaggle
ham,I dont know oh. Hopefully this month.,en,kaggle
ham,U're welcome... Caught u using broken english again...,en,kaggle
ham,Why did I wake up on my own &gt;:(,en,kaggle
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,en,kaggle
ham,Thts wat Wright Brother did to fly..,en,kaggle
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""""""",en,kaggle
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",en,kaggle
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),en,kaggle
ham,They finally came to fix the ceiling.,en,kaggle
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",en,kaggle
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",en,kaggle
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",en,kaggle
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",en,kaggle
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,en,kaggle
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,en,kaggle
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),en,kaggle
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt,en,kaggle
ham,"What will we do in the shower, baby?",en,kaggle
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,en,kaggle
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,en,kaggle
ham,Can do lor...,en,kaggle
ham,"Yup. Anything lor, if u dun wan it's ok...",en,kaggle
ham,"Sir, I am waiting for your mail.",en,kaggle
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,en,kaggle
ham,Can u look 4 me in da lib i got stuff havent finish yet.,en,kaggle
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,en,kaggle
ham,That's a shame! Maybe cld meet for few hrs tomo?,en,kaggle
ham,U still painting ur wall?,en,kaggle
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,en,kaggle
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,en,kaggle
ham,Did you show him and wot did he say or could u not c him 4 dust?,en,kaggle
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",en,kaggle
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,en,kaggle
ham,Jus came back fr lunch wif my sis only. U leh?,en,kaggle
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,en,kaggle
ham,2 laptop... I noe infra but too slow lar... I wan fast one,en,kaggle
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",en,kaggle
ham,R u saying i should re order the slippers cos i had to pay for returning it.,en,kaggle
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",en,kaggle
ham,"That's very rude, you on campus?",en,kaggle
ham,That depends. How would you like to be treated? :),en,kaggle
spam,DGT: Informe de accidente de su vehículo disponible. Solicítelo llamando al 060.,es,synthetic_claude
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",en,kaggle
ham,He telling not to tell any one. If so treat for me hi hi hi,en,kaggle
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,en,kaggle
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,en,kaggle
spam,"SMS. ac sun0819 posts HELLO:\You seem cool,"""" wanted to say hi. HI!!!\"""""""" Stop? Send STOP to 62468""""""""""""",en,kaggle
ham,"Well the general price is  &lt"";#&gt;"" /oz, let me know if/when/how much you want",en,kaggle
ham,Carlos'll be here in a minute if you still need to buy,en,kaggle
ham,Sweet heart how are you?,en,kaggle
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,en,kaggle
ham,Ok then i come n pick u at engin?,en,kaggle
ham,You got called a tool?,en,kaggle
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,en,kaggle
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),en,kaggle
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""""","" that's the tiny street where the parking lot is""""",en,kaggle
ham,"Mañana tengo que madrugar, ¿me pones el despertador tú también?",es,synthetic_claude
spam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",en,kaggle
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,en,kaggle
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,en,kaggle
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,en,kaggle
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""""",en,kaggle
ham,"sorry brah, just finished the last of my exams, what up",en,kaggle
ham,Are there TA jobs available? Let me know please cos i really need to start working,en,kaggle
ham,Tmr timin still da same wat cos i got lesson until 6...,en,kaggle
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",en,kaggle
ham,Jokin only lar... :-) depends on which phone my father can get lor...,en,kaggle
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",en,kaggle
ham,You getting back any time soon?,en,kaggle
ham,Send me the new number,en,kaggle
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",en,kaggle
ham,Well I'm going to be an aunty!,en,kaggle
ham,K k :-):-) then watch some films.,en,kaggle
ham,Same to u...,en,kaggle
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),en,kaggle
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",en,kaggle
ham,"I think your mentor is , but not 100 percent sure.",en,kaggle
ham,You'll never believe this but i have actually got off at taunton. Wow,en,kaggle
ham,Enjoy urself tmr...,en,kaggle
ham,"Better than bb. If he wont use it, his wife will or them doctor",en,kaggle
ham,I've been trying to reach him without success,en,kaggle
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,en,kaggle
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,en,kaggle
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,en,kaggle
ham,Correos: Carta de Hacienda disponible en su buzón virtual con certificado digital.,es,synthetic_claude
ham,"The table's occupied, I'm waiting by the tree",en,kaggle
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,en,kaggle
ham,Do you know when the result.,en,kaggle
ham,I'm leaving my house now.,en,kaggle
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,en,kaggle
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,en,kaggle
ham,:),en,kaggle
ham,Some are lasting as much as 2 hours. You might get lucky.,en,kaggle
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,en,kaggle
ham,I dont want to hear philosophy. Just say what happen,en,kaggle
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",en,kaggle
ham,You are not bothering me but you have to trust my answers. Pls.,en,kaggle
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,en,kaggle
ham,"Yep, by the pretty sculpture",en,kaggle
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,en,kaggle
ham,So what about you. What do you remember,en,kaggle
ham,If you ask her or she say any please message.,en,kaggle
ham,Not getting anywhere with this damn job hunting over here!,en,kaggle
ham,I'm not coming home 4 dinner.,en,kaggle
ham,I have no money 4 steve mate! !,en,kaggle
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",en,kaggle
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,en,kaggle
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",en,kaggle
ham,I'm aight. Wat's happening on your side.,en,kaggle
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,en,kaggle
spam,Seguridad Social: Actualice su número de cuenta para cobrar su pensión: https://ss-pension.top/actualizar,es,synthetic_claude
spam,Allianz: Seguro de vida con cobertura ampliada disponible para usted. Llame al 900 500 600.,es,synthetic_claude
ham,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,en,kaggle
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,en,kaggle
ham,Oh thanks a lot..i already bought 2 eggs ..,en,kaggle
spam,Amazon España: ¡Felicidades! Su pedido ha sido elegido y recibirá un reembolso de 150€: https://amz-reembolso.top,es,synthetic_claude
ham,So dont use hook up any how,en,kaggle
ham,Can Ì_ send me a copy of da report?,en,kaggle
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",en,kaggle
ham,Nope... C Ì_ then...,en,kaggle
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",en,kaggle
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",en,kaggle
ham,"Yes..but they said its IT.,",en,kaggle
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.,en,kaggle
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,en,kaggle
ham,Omg how did u know what I ate?,en,kaggle
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,en,kaggle
ham,"Yep, the great loxahatchee xmas tree burning of  &lt"";#&gt;""  starts in an hour",en,kaggle
ham,"Oye mañana llega mi madre, así que no podré ir a la cena.",es,synthetic_claude
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,en,kaggle
ham,Yesterday its with me only . Now am going home.,en,kaggle
spam,Correos: Paquete internacional pendiente de despacho. Pague la tarifa: https://correos-aduana.net/tasas,es,synthetic_claude
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",en,kaggle
ham,I havent add Ì_ yet right..,en,kaggle
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,en,kaggle
ham,Now got tv 2 watch meh? U no work today?,en,kaggle
ham,I am in bus on the way to calicut,en,kaggle
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,en,kaggle
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,en,kaggle
ham,I called but no one pick up e phone. I ask both of them already they said ok.,en,kaggle
ham,You're right I have now that I think about it,en,kaggle
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",en,kaggle
spam,DHL: Aviso final: su paquete será destruido en 48h si no lo reclama: https://dhl-urgente.xyz/reclamar,es,synthetic_claude
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",en,kaggle
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,en,kaggle
ham,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""""""",en,kaggle
ham,See you there!,en,kaggle
ham,"Yeah, I'll leave in a couple minutes &amp"";"" let you know when I get to mu",en,kaggle
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",en,kaggle
ham,Sorry for the delay. Yes masters,en,kaggle
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,en,kaggle
ham,have * good weekend.,en,kaggle
ham,"No, I was trying it all weekend "";""V",en,kaggle
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something,en,kaggle
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,en,kaggle
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,en,kaggle
ham,What???? Hello wats talks email address?,en,kaggle
ham,I was gonna ask you lol but i think its at 7,en,kaggle
ham,But we havent got da topic yet rite?,en,kaggle
ham,Ok lor. Msg me b4 u call.,en,kaggle
ham,Yay can't wait to party together!,en,kaggle
ham,Just got to  &lt;#&gt,en,kaggle
ham,"A few people are at the game, I'm at the mall with iouri and kaila",en,kaggle
ham,Well I might not come then...,en,kaggle
ham,"I am in tirupur da, once you started from office call me.",en,kaggle
ham,R Ì_ going 4 today's meeting?,en,kaggle
spam,"Correos Express: Su envío tiene gastos de aduana pendientes de 2,99€: https://correosexp-tasas.top/pagar",es,synthetic_claude
spam,Bankinter: Aviso: su cuenta corriente ha sido accedida desde el extranjero. Contacte al 901 365 563.,es,synthetic_claude
spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",en,kaggle
ham,Cuz ibored. And don wanna study,en,kaggle
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",en,kaggle
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),en,kaggle
ham,I thank you so much for all you do with selflessness. I love you plenty.,en,kaggle
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,en,kaggle
ham,I dunno lei... Like dun haf...,en,kaggle
ham,Its normally hot mail. Com you see!,en,kaggle
ham,"Just arrived, see you in a couple days &lt"";""3",en,kaggle
ham,"Goodnight, sleep well da please take care pa. Please.",en,kaggle
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,en,kaggle
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,en,kaggle
ham,Yup no more already... Thanx 4 printing n handing it up.,en,kaggle
ham,How much it will cost approx . Per month.,en,kaggle
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",en,kaggle
ham,Shall i start from hear.,en,kaggle
ham,Did you see that film:),en,kaggle
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,en,kaggle
ham,"Not yet chikku..going to room nw, i'm in bus..",en,kaggle
ham,Staff of placement training in Amrita college.,en,kaggle
ham,Do I? I thought I put it back in the box,en,kaggle
ham,He cogido el metro sin problema. Ya estoy en casa.,es,synthetic_claude
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,en,kaggle
ham,Yup n her fren lor. I'm meeting my fren at 730.,en,kaggle
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,en,kaggle
ham,"\ER,"""" ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE "";""> hows bout u shexy? Pete Xx\""""""""""""""""""""",en,kaggle
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,en,kaggle
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",en,kaggle
spam,Mercadona: Su ticket de compra del 14/03 ha ganado el primer premio de 1.000€: https://merca-ticket.xyz,es,synthetic_claude
ham,Tu código de acceso a BBVA es: 294817. Válido 5 minutos. No lo compartas.,es,synthetic_claude
ham,I fetch yun or u fetch?,en,kaggle
ham,Oh all have to come ah?,en,kaggle
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,en,kaggle
spam,Santander: Su cuenta online será desactivada. Actualice sus datos: https://sant-actualiza.xyz/datos,es,synthetic_claude
ham,Oh dang! I didn't mean o send that to you! Lol!,en,kaggle
ham,I'll text now! All creepy like so he won't think that we forgot,en,kaggle
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,en,kaggle
ham,Lol boo I was hoping for a laugh,en,kaggle
ham,Somebody should go to andros and steal ice,en,kaggle
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",en,kaggle
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt,en,kaggle
ham,Ok... Let u noe when i leave my house.,en,kaggle
ham,Si si. I think ill go make those oreo truffles.,en,kaggle
spam,Seguridad Social: Subsidio de 650€ aprobado a su nombre. Recíbalo: https://subsidio-ss.xyz/cobrar,es,synthetic_claude
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,en,kaggle
spam,DHL: Aviso: necesitamos autorización para dejar el paquete en su portal. Responda SI o NO.,es,synthetic_claude
ham,Maybe you should find something else to do instead???,en,kaggle
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,en,kaggle
ham,Beauty sleep can help ur pimples too.,en,kaggle
ham,Try neva mate!!,en,kaggle
ham,No need to say anything to me. I know i am an outsider,en,kaggle
ham,"I'm not sure, I was just checking out what was happening around the area",en,kaggle
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",en,kaggle
ham,Dear got bus directly to calicut,en,kaggle
ham,Ok then i'll let him noe later n ask him call u tmr...,en,kaggle
ham,Thts god's gift for birds as humans hav some natural gift frm god..,en,kaggle
ham,"Now, whats your house # again ? And do you have any beer there ?",en,kaggle
ham,Change windows logoff sound..,en,kaggle
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,en,kaggle
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,en,kaggle
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",en,kaggle
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,en,kaggle
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",en,kaggle
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",en,kaggle
ham,Okay... We wait ah,en,kaggle
ham,Dear i have reache room,en,kaggle
spam,Sabadell: Acceso desde Madrid detectado. Si no fue usted actúe ya: https://sabadell-alerta.com/bloquear,es,synthetic_claude
ham,Oh k.i think most of wi and nz players unsold.,en,kaggle
ham,"Yeah why not, is the gang all ready",en,kaggle
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,en,kaggle
ham,K come to nordstrom when you're done,en,kaggle
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",en,kaggle
ham,I'm on da bus going home...,en,kaggle
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",en,kaggle
ham,"Just making dinner, you ?",en,kaggle
ham,Come to my home for one last time i wont do anything. Trust me.,en,kaggle
ham,I donno its in your genes or something,en,kaggle
ham,Now press conference da:),en,kaggle
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,en,kaggle
ham,Nope... Juz off from work...,en,kaggle
ham,Hmmm:)how many players selected?,en,kaggle
ham,Also remember to get dobby's bowl from your car,en,kaggle
ham,Nope i'll come online now..,en,kaggle
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,en,kaggle
ham,"Hola, de contabilidad. Necesito que valides la factura del proveedor X antes de las 18h.",es,synthetic_claude
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,en,kaggle
spam,Hacienda: Tiene un requerimiento fiscal urgente. Responda antes del lunes: https://aeat-requerimiento.net,es,synthetic_claude
